# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.3628009260         0.500000         0.223607       -3710.024       -5899.622         234.442
     50288.3629166665         0.700000         0.264575       -3645.771       -5939.254         238.991
     50288.3630324076         0.700000         0.264575       -3581.088       -5978.186         243.512
     50288.3631481482         0.300000         0.173205       -3515.983       -6016.414         248.004
     50288.3632638888         0.600000         0.244949       -3450.465       -6053.934         252.466
     50288.3633796298         0.600000         0.244949       -3384.541       -6090.742         256.899
     50288.3634953704         0.900000         0.300000       -3318.218       -6126.832         261.302
     50288.3636111110         0.400000         0.200000       -3251.504       -6162.201         265.674
     50288.3637268520         0.900000         0.300000       -3184.407       -6196.844         270.014
     50288.3638425926         1.100000         0.331662       -3116.936       -6230.757         274.322
     50288.3639583332         0.900000         0.300000       -3049.097       -6263.937         278.598
     50288.3640740742         0.600000         0.244949       -2980.899       -6296.379         282.841
     50288.3641898148         0.400000         0.200000       -2912.350       -6328.080         287.051
     50288.3643055554         1.300000         0.360555       -2843.459       -6359.035         291.227
     50288.3644212964         0.900000         0.300000       -2774.232       -6389.241         295.368
     50288.3645370370         1.100000         0.331662       -2704.679       -6418.695         299.475
     50288.3646527776         0.700000         0.264575       -2634.807       -6447.392         303.546
     50288.3647685186         1.000000         0.316228       -2564.624       -6475.331         307.581
     50288.3648842592         0.700000         0.264575       -2494.140       -6502.506         311.580
     50288.3650000002         0.800000         0.282843       -2423.362       -6528.915         315.543
     50288.3651157408         0.700000         0.264575       -2352.298       -6554.556         319.467
     50288.3652314814         0.600000         0.244949       -2280.957       -6579.424         323.355
     50288.3653472224         0.900000         0.300000       -2209.348       -6603.516         327.203
     50288.3654629630         0.800000         0.282843       -2137.478       -6626.831         331.014
     50288.3655787036         1.000000         0.316228       -2065.356       -6649.365         334.785
     50288.3656944446         0.600000         0.244949       -1992.991       -6671.115         338.516
     50288.3658101852         0.700000         0.264575       -1920.391       -6692.080         342.208
     50288.3659259258         0.700000         0.264575       -1847.565       -6712.255         345.859
     50288.3660416668         0.400000         0.200000       -1774.521       -6731.640         349.469
     50288.3661574074         0.600000         0.244949       -1701.267       -6750.231         353.038
     50288.3662731480         0.900000         0.300000       -1627.814       -6768.027         356.565
     50288.3663888890         0.600000         0.244949       -1554.168       -6785.025         360.050
     50288.3665046296         0.800000         0.282843       -1480.340       -6801.223         363.493
     50288.3666203702         1.200000         0.346410       -1406.336       -6816.619         366.893
     50288.3667361112         1.200000         0.346410       -1332.167       -6831.212         370.249
     50288.3668518518         0.900000         0.300000       -1257.841       -6844.999         373.561
     50288.3669675924         0.800000         0.282843       -1183.367       -6857.980         376.829
     50288.3670833334         1.200000         0.346410       -1108.753       -6870.152         380.053
     50288.3671990740         0.600000         0.244949       -1034.009       -6881.514         383.232
     50288.3673148146         0.900000         0.300000        -959.142       -6892.064         386.365
     50288.3674305556         1.000000         0.316228        -884.163       -6901.802         389.453
     50288.3675462962         0.300000         0.173205        -809.079       -6910.726         392.495
     50288.3676620373         0.600000         0.244949        -733.900       -6918.836         395.490
     50288.3677777778         0.900000         0.300000        -658.634       -6926.129         398.438
     50288.3678935184         0.700000         0.264575        -583.290       -6932.605         401.340
     50288.3680092595         1.000000         0.316228        -507.878       -6938.264         404.194
     50288.3681250000         0.300000         0.173205        -432.406       -6943.104         407.000
     50288.3682407406         0.400000         0.200000        -356.883       -6947.125         409.758
     50288.3683564817         0.900000         0.300000        -281.318       -6950.327         412.467
     50288.3684722222         0.600000         0.244949        -205.719       -6952.709         415.128
     50288.3685879628         0.800000         0.282843        -130.097       -6954.271         417.739
     50288.3687037039         0.600000         0.244949         -54.459       -6955.012         420.302
     50288.3688194444         0.900000         0.300000          21.186       -6954.933         422.814
     50288.3689351850         1.000000         0.316228          96.828       -6954.033         425.276
     50288.3690509261         0.300000         0.173205         172.458       -6952.313         427.689
     50288.3691666666         0.800000         0.282843         248.068       -6949.772         430.050
     50288.3692824072         0.900000         0.300000         323.649       -6946.412         432.361
     50288.3693981483         0.700000         0.264575         399.192       -6942.231         434.620
     50288.3695138888         1.200000         0.346410         474.688       -6937.232         436.828
     50288.3696296294         0.500000         0.223607         550.127       -6931.413         438.984
     50288.3697453705         0.600000         0.244949         625.502       -6924.777         441.089
     50288.3698611110         1.000000         0.316228         700.803       -6917.323         443.141
     50288.3699768516         1.100000         0.331662         776.021       -6909.052         445.141
     50288.3700925927         0.900000         0.300000         851.147       -6899.967         447.088
     50288.3702083332         0.500000         0.223607         926.173       -6890.066         448.982
     50288.3703240743         1.200000         0.346410        1001.090       -6879.352         450.823
     50288.3704398149         0.500000         0.223607        1075.888       -6867.826         452.610
     50288.3705555554         0.800000         0.282843        1150.560       -6855.490         454.344
     50288.3706712965         0.700000         0.264575        1225.095       -6842.344         456.024
     50288.3707870371         0.800000         0.282843        1299.486       -6828.390         457.651
     50288.3709027776         1.000000         0.316228        1373.724       -6813.629         459.223
     50288.3710185187         0.900000         0.300000        1447.799       -6798.064         460.740
     50288.3711342593         0.900000         0.300000        1521.703       -6781.697         462.203
     50288.3712499999         1.500000         0.387298        1595.428       -6764.528         463.612
     50288.3713657409         2.000000         0.447214        1668.964       -6746.561         464.965
     50288.3714814815         0.500000         0.223607        1742.303       -6727.796         466.263
     50288.3715972221         0.600000         0.244949        1815.436       -6708.238         467.506
     50288.3717129631         0.600000         0.244949        1888.355       -6687.886         468.694
     50288.3718287037         0.600000         0.244949        1961.051       -6666.745         469.826
     50288.3719444443         0.900000         0.300000        2033.515       -6644.817         470.903
     50288.3720601853         0.600000         0.244949        2105.739       -6622.103         471.924
     50288.3721759259         1.000000         0.316228        2177.714       -6598.607         472.889
     50288.3722916665         0.600000         0.244949        2249.432       -6574.332         473.798
     50288.3724074075         0.700000         0.264575        2320.884       -6549.279         474.650
     50288.3725231481         0.900000         0.300000        2392.062       -6523.453         475.447
     50288.3726388887         0.800000         0.282843        2462.957       -6496.857         476.187
     50288.3727546297         1.100000         0.331662        2533.561       -6469.492         476.871
     50288.3728703703         0.500000         0.223607        2603.866       -6441.363         477.498
     50288.3729861113         1.000000         0.316228        2673.863       -6412.473         478.069
     50288.3731018519         0.400000         0.200000        2743.544       -6382.825         478.583
     50288.3732175925         0.500000         0.223607        2812.901       -6352.423         479.040
     50288.3733333335         1.100000         0.331662        2881.925       -6321.270         479.440
     50288.3734490741         0.700000         0.264575        2950.609       -6289.370         479.784
     50288.3735648147         1.000000         0.316228        3018.944       -6256.726         480.071
     50288.3736805557         1.300000         0.360555        3086.922       -6223.343         480.301
     50288.3737962963         1.200000         0.346410        3154.536       -6189.225         480.474
     50288.3739120369         0.900000         0.300000        3221.776       -6154.374         480.590
     50288.3740277779         0.900000         0.300000        3288.635       -6118.797         480.649
     50288.3741435185         0.900000         0.300000        3355.106       -6082.495         480.651
     50288.3742592591         0.900000         0.300000        3421.180       -6045.475         480.596
     50288.3743750001         0.400000         0.200000        3486.850       -6007.740         480.484
     50288.3744907407         1.200000         0.346410        3552.107       -5969.295         480.315
     50288.3746064813         0.900000         0.300000        3616.944       -5930.144         480.089
     50288.3747222223         1.100000         0.331662        3681.354       -5890.291         479.806
     50288.3748379629         1.200000         0.346410        3745.328       -5849.743         479.467
     50288.3749537035         0.600000         0.244949        3808.860       -5808.502         479.070
     50288.3750694445         0.700000         0.264575        3871.940       -5766.575         478.617
     50288.3751851851         0.700000         0.264575        3934.564       -5723.965         478.107
     50288.3753009262         0.900000         0.300000        3996.721       -5680.679         477.540
     50288.3754166667         0.800000         0.282843        4058.406       -5636.721         476.916
     50288.3755324073         1.000000         0.316228        4119.611       -5592.096         476.236
     50288.3756481484         1.000000         0.316228        4180.329       -5546.809         475.500
     50288.3757638889         0.800000         0.282843        4240.552       -5500.867         474.707
     50288.3758796295         0.900000         0.300000        4300.274       -5454.274         473.858
     50288.3759953706         1.200000         0.346410        4359.487       -5407.036         472.952
     50288.3761111111         0.600000         0.244949        4418.184       -5359.158         471.991
     50288.3762268517         0.700000         0.264575        4476.359       -5310.646         470.973
     50288.3763425928         1.800000         0.424264        4534.004       -5261.506         469.900
     50288.3764583333         1.800000         0.424264        4591.112       -5211.743         468.771
     50288.3765740739         1.100000         0.331662        4647.678       -5161.364         467.586
     50288.3766898150         0.700000         0.264575        4703.693       -5110.374         466.346
     50288.3768055555         0.600000         0.244949        4759.152       -5058.779         465.050
     50288.3769212961         0.600000         0.244949        4814.048       -5006.586         463.699
     50288.3770370372         0.900000         0.300000        4868.374       -4953.801         462.293
     50288.3771527777         1.100000         0.331662        4922.124       -4900.429         460.833
     50288.3772685183         0.900000         0.300000        4975.292       -4846.477         459.317
     50288.3773842594         0.200000         0.141421        5027.871       -4791.952         457.747
     50288.3774999999         1.600000         0.400000        5079.854       -4736.860         456.123
     50288.3776157405         1.100000         0.331662        5131.237       -4681.207         454.445
     50288.3777314816         0.900000         0.300000        5182.012       -4625.000         452.713
     50288.3778472221         0.900000         0.300000        5232.175       -4568.246         450.927
     50288.3779629632         0.900000         0.300000        5281.717       -4510.951         449.087
     50288.3780787038         0.700000         0.264575        5330.635       -4453.122         447.194
     50288.3781944443         0.500000         0.223607        5378.922       -4394.766         445.248
     50288.3783101854         0.900000         0.300000        5426.572       -4335.890         443.249
     50288.3784259260         0.600000         0.244949        5473.579       -4276.501         441.198
     50288.3785416665         0.500000         0.223607        5519.939       -4216.605         439.094
     50288.3786574076         0.900000         0.300000        5565.645       -4156.211         436.938
     50288.3787731482         0.600000         0.244949        5610.693       -4095.324         434.731
     50288.3788888888         0.900000         0.300000        5655.076       -4033.952         432.471
     50288.3790046298         0.900000         0.300000        5698.789       -3972.103         430.160
     50288.3791203704         1.100000         0.331662        5741.828       -3909.784         427.799
     50288.3792361110         0.700000         0.264575        5784.188       -3847.001         425.386
     50288.3793518520         1.100000         0.331662        5825.862       -3783.763         422.923
     50288.3794675926         1.000000         0.316228        5866.847       -3720.078         420.410
     50288.3795833332         1.200000         0.346410        5907.136       -3655.951         417.846
     50288.3796990742         0.600000         0.244949        5946.727       -3591.392         415.234
     50288.3798148148         0.900000         0.300000        5985.613       -3526.408         412.571
     50288.3799305554         0.900000         0.300000        6023.791       -3461.006         409.860
     50288.3800462964         0.900000         0.300000        6061.255       -3395.194         407.100
     50288.3801620370         1.300000         0.360555        6098.002       -3328.980         404.292
     50288.3802777776         0.300000         0.173205        6134.026       -3262.372         401.436
     50288.3803935186         0.900000         0.300000        6169.324       -3195.377         398.532
     50288.3805092592         1.000000         0.316228        6203.891       -3128.004         395.581
     50288.3806250002         0.700000         0.264575        6237.724       -3060.261         392.583
     50288.3807407408         1.700000         0.412311        6270.818       -2992.155         389.538
     50288.3808564814         0.900000         0.300000        6303.169       -2923.695         386.447
     50288.3809722224         1.100000         0.331662        6334.774       -2854.888         383.310
     50288.3810879630         0.700000         0.264575        6365.629       -2785.744         380.128
     50288.3812037036         0.800000         0.282843        6395.729       -2716.269         376.900
     50288.3813194446         0.800000         0.282843        6425.072       -2646.473         373.628
     50288.3814351852         0.700000         0.264575        6453.654       -2576.364         370.311
     50288.3815509258         0.800000         0.282843        6481.472       -2505.949         366.950
     50288.3816666668         0.800000         0.282843        6508.522       -2435.237         363.546
     50288.3817824074         1.300000         0.360555        6534.801       -2364.237         360.098
     50288.3818981480         0.600000         0.244949        6560.306       -2292.957         356.608
     50288.3820138890         1.100000         0.331662        6585.033       -2221.405         353.075
     50288.3821296296         0.600000         0.244949        6608.981       -2149.590         349.501
     50288.3822453702         0.900000         0.300000        6632.146       -2077.520         345.885
     50288.3823611112         0.700000         0.264575        6654.526       -2005.205         342.227
     50288.3824768518         1.400000         0.374166        6676.117       -1932.651         338.530
     50288.3825925924         0.800000         0.282843        6696.917       -1859.869         334.792
     50288.3827083334         1.100000         0.331662        6716.923       -1786.867         331.014
     50288.3828240740         1.200000         0.346410        6736.135       -1713.652         327.197
     50288.3829398146         0.600000         0.244949        6754.548       -1640.235         323.341
     50288.3830555556         1.100000         0.331662        6772.160       -1566.624         319.446
     50288.3831712962         0.400000         0.200000        6788.971       -1492.826         315.514
     50288.3832870373         0.900000         0.300000        6804.977       -1418.852         311.544
     50288.3834027778         0.900000         0.300000        6820.177       -1344.710         307.537
     50288.3835185184         0.900000         0.300000        6834.570       -1270.409         303.494
     50288.3836342595         0.900000         0.300000        6848.152       -1195.957         299.415
     50288.3837500000         0.400000         0.200000        6860.923       -1121.363         295.300
     50288.3838657406         0.600000         0.244949        6872.881       -1046.637         291.150
     50288.3839814817         1.000000         0.316228        6884.025        -971.786         286.965
     50288.3840972222         1.100000         0.331662        6894.354        -896.821         282.746
     50288.3842129628         0.800000         0.282843        6903.865        -821.749         278.494
     50288.3843287039         1.300000         0.360555        6912.559        -746.580         274.208
     50288.3844444444         1.400000         0.374166        6920.433        -671.322         269.890
     50288.3845601850         1.000000         0.316228        6927.488        -595.985         265.540
     50288.3846759261         0.600000         0.244949        6933.722        -520.577         261.159
     50288.3847916666         0.500000         0.223607        6939.134        -445.107         256.746
     50288.3849074072         1.400000         0.374166        6943.725        -369.585         252.303
     50288.3850231483         0.700000         0.264575        6947.492        -294.019         247.830
     50288.3851388888         1.800000         0.424264        6950.436        -218.418         243.327
     50288.3852546294         1.100000         0.331662        6952.557        -142.791         238.796
     50288.3853703705         1.300000         0.360555        6953.854         -67.147         234.236
     50288.3854861110         1.700000         0.412311        6954.328           8.505         229.649
     50288.3856018516         1.200000         0.346410        6953.977          84.155         225.034
     50288.3857175927         0.900000         0.300000        6952.802         159.796         220.392
     50288.3858333332         1.200000         0.346410        6950.804         235.418         215.724
     50288.3859490743         0.500000         0.223607        6947.982         311.012         211.031
     50288.3860648149         0.700000         0.264575        6944.337         386.569         206.312
     50288.3861805554         0.400000         0.200000        6939.869         462.080         201.569
     50288.3862962965         1.400000         0.374166        6934.579         537.537         196.802
     50288.3864120371         1.200000         0.346410        6928.467         612.930         192.012
     50288.3865277776         0.900000         0.300000        6921.534         688.250         187.198
     50288.3866435187         1.000000         0.316228        6913.781         763.489         182.363
     50288.3867592593         1.000000         0.316228        6905.209         838.637         177.506
     50288.3868749999         1.200000         0.346410        6895.819         913.686         172.628
     50288.3869907409         0.600000         0.244949        6885.612         988.627         167.729
     50288.3871064815         0.900000         0.300000        6874.589        1063.450         162.810
     50288.3878009259         1.000000         0.500000        6791.401        1509.436         132.912
     50288.3879166665         1.300000         0.360555        6774.710        1583.192         127.871
     50288.3880324075         0.900000         0.300000        6757.216        1656.761         122.814
     50288.3881481481         0.900000         0.300000        6738.922        1730.133         117.742
     50288.3882638887         1.200000         0.346410        6719.830        1803.301         112.657
     50288.3883796297         0.800000         0.282843        6699.941        1876.255         107.558
     50288.3884953703         1.300000         0.360555        6679.259        1948.986         102.446
     50288.3886111113         0.500000         0.223607        6657.785        2021.487          97.322
     50288.3887268519         1.200000         0.346410        6635.523        2093.748          92.187
     50288.3888425925         0.700000         0.264575        6612.475        2165.761          87.040
     50288.3889583335         1.100000         0.331662        6588.644        2237.518          81.884
     50288.3890740741         0.900000         0.300000        6564.032        2309.009          76.717
     50288.3891898147         0.900000         0.300000        6538.642        2380.227          71.542
     50288.3893055557         0.800000         0.282843        6512.479        2451.163          66.357
     50288.3894212963         0.900000         0.300000        6485.543        2521.809          61.165
     50288.3895370369         1.500000         0.387298        6457.840        2592.156          55.966
     50288.3896527779         0.600000         0.244949        6429.372        2662.196          50.760
     50288.3897685185         1.200000         0.346410        6400.142        2731.921          45.548
     50288.3898842591         0.600000         0.244949        6370.154        2801.322          40.331
     50288.3900000001         1.900000         0.435890        6339.412        2870.392          35.109
     50288.3901157407         2.100000         0.458258        6307.919        2939.121          29.882
     50288.3902314813         1.900000         0.435890        6275.679        3007.502          24.652
     50288.3903472223         2.800000         0.529150        6242.696        3075.527          19.420
     50288.3904629629         3.000000         0.547723        6208.973        3143.188          14.184
     50288.3905787035         3.100000         0.556776        6174.515        3210.477           8.948
     50288.3906944445         4.200000         0.648074        6139.326        3277.386           3.710
     50288.3908101851         5.500000         0.741620        6103.410        3343.906          -1.529
     50288.3909259262         4.600000         0.678233        6066.771        3410.030          -6.767
     50288.3910416667         8.300000         0.911043        6029.414        3475.751         -12.004
     50288.3911574073         8.200000         0.905539        5991.343        3541.060         -17.240
     50288.3912731484         8.000000         0.894427        5952.563        3605.950         -22.474
     50288.3913888889         8.800000         0.938083        5913.078        3670.413         -27.705
     50288.3915046295        11.700000         1.081665        5872.892        3734.441         -32.933
     50288.3916203706        12.100000         1.100000        5832.012        3798.027         -38.158
     50288.3917361111        13.400000         1.157584        5790.440        3861.164         -43.377
     50288.3918518517        16.700001         1.292285        5748.184        3923.843         -48.592
     50288.3919675928        19.000000         1.378405        5705.247        3986.058         -53.800
     50288.3920833333        19.900000         1.410674        5661.634        4047.801         -59.002
     50288.3921990739        23.400000         1.529706        5617.351        4109.064         -64.198
     50288.3923148150        27.200001         1.649242        5572.403        4169.842         -69.385
     50288.3924305555        28.000000         1.673320        5526.796        4230.125         -74.565
     50288.3925462961        28.000000         1.673320        5480.534        4289.908         -79.735
     50288.3926620372        31.900000         1.786057        5433.624        4349.183         -84.897
     50288.3927777777        39.099998         1.977372        5386.070        4407.944         -90.048
     50288.3928935183        42.000000         2.049390        5337.879        4466.182         -95.188
     50288.3930092594        41.099998         2.027313        5289.056        4523.893        -100.317
     50288.3931249999        39.500000         1.987461        5239.607        4581.067        -105.434
     50288.3932407405        47.500000         2.179450        5189.539        4637.700        -110.539
     50288.3933564816        47.000000         2.167948        5138.855        4693.783        -115.630
     50288.3934722221        51.700001         2.273763        5087.564        4749.311        -120.708
     50288.3935879632        55.000000         2.345208        5035.671        4804.278        -125.772
     50288.3937037038        53.200001         2.306512        4983.182        4858.675        -130.820
     50288.3938194443        56.099998         2.368544        4930.103        4912.498        -135.853
     50288.3939351854        56.400002         2.374868        4876.441        4965.739        -140.870
     50288.3940509260        61.299999         2.475884        4822.201        5018.393        -145.870
     50288.3941666665        59.200001         2.433105        4767.391        5070.453        -150.853
     50288.3942824076        58.200001         2.412467        4712.018        5121.914        -155.818
     50288.3943981482        61.299999         2.475884        4656.086        5172.768        -160.765
     50288.3945138888        58.599998         2.420744        4599.604        5223.010        -165.692
     50288.3946296298        61.299999         2.475884        4542.577        5272.634        -170.600
     50288.3947453704        60.000000         2.449490        4485.014        5321.635        -175.488
     50288.3948611110        63.599998         2.521904        4426.919        5370.006        -180.354
     50288.3949768520        58.500000         2.418677        4368.301        5417.742        -185.200
     50288.3950925926        65.500000         2.559297        4309.167        5464.837        -190.023
     50288.3952083332        62.400002         2.497999        4249.522        5511.286        -194.824
     50288.3953240742        57.700001         2.402082        4189.375        5557.082        -199.602
     50288.3954398148        64.699997         2.543620        4128.732        5602.222        -204.356
     50288.3955555554        57.400002         2.395830        4067.602        5646.699        -209.086
     50288.3956712964        59.299999         2.435159        4005.990        5690.508        -213.791
     50288.3957870370        53.599998         2.315167        3943.904        5733.644        -218.470
     50288.3959027776        54.200001         2.328089        3881.352        5776.103        -223.124
     50288.3960185186        48.700001         2.206808        3818.341        5817.878        -227.751
     50288.3961342592        47.799999         2.186321        3754.878        5858.965        -232.352
     50288.3962500002        48.599998         2.204541        3690.972        5899.359        -236.924
     50288.3963657408        43.599998         2.088061        3626.629        5939.056        -241.469
     50288.3964814814        43.500000         2.085665        3561.857        5978.051        -245.985
     50288.3965972224        41.400002         2.034699        3496.664        6016.339        -250.472
     50288.3967129630        38.799999         1.969772        3431.058        6053.916        -254.929
     50288.3968287036        36.799999         1.918333        3365.046        6090.777        -259.356
     50288.3969444446        33.299999         1.824829        3298.636        6126.918        -263.752
     50288.3970601852        31.700001         1.780449        3231.836        6162.334        -268.117
     50288.3971759258        28.700001         1.694107        3164.655        6197.023        -272.450
     50288.3972916668        27.100000         1.646208        3097.099        6230.979        -276.751
     50288.3974074074        23.900000         1.545963        3029.177        6264.198        -281.019
     50288.3975231480        20.200001         1.421267        2960.897        6296.677        -285.253
     50288.3976388890        17.600000         1.326650        2892.267        6328.412        -289.454
     50288.3977546296        18.700001         1.367479        2823.296        6359.399        -293.621
     50288.3978703702        17.000000         1.303840        2753.991        6389.635        -297.753
     50288.3979861112        13.200000         1.148913        2684.360        6419.115        -301.849
     50288.3981018518        13.600000         1.166190        2614.412        6447.837        -305.910
     50288.3982175924        12.500000         1.118034        2544.155        6475.797        -309.934
     50288.3983333334         9.600000         0.979796        2473.598        6502.992        -313.922
     50288.3984490740         7.300000         0.854400        2402.748        6529.419        -317.873
     50288.3985648146         8.200000         0.905539        2331.615        6555.074        -321.785
     50288.3986805556         7.100000         0.842615        2260.206        6579.955        -325.660
     50288.3987962962         5.600000         0.748331        2188.530        6604.058        -329.496
     50288.3989120373         5.400000         0.734847        2116.595        6627.382        -333.293
     50288.3990277778         3.600000         0.600000        2044.411        6649.922        -337.051
     50288.3991435184         3.500000         0.591608        1971.985        6671.678        -340.769
     50288.3992592595         2.700000         0.519615        1899.326        6692.645        -344.446
     50288.3993750000         2.200000         0.469042        1826.443        6712.821        -348.083
     50288.3994907406         1.800000         0.424264        1753.344        6732.205        -351.678
     50288.3996064817         2.300000         0.479583        1680.038        6750.794        -355.232
     50288.3997222222         1.900000         0.435890        1606.533        6768.586        -358.744
     50288.3998379628         1.500000         0.387298        1532.839        6785.578        -362.213
     50288.3999537039         1.600000         0.400000        1458.964        6801.769        -365.639
     50288.4000694444         0.900000         0.300000        1384.917        6817.157        -369.022
     50288.4001851850         1.400000         0.374166        1310.706        6831.740        -372.361
     50288.4003009261         1.300000         0.360555        1236.340        6845.517        -375.656
     50288.4004166666         0.600000         0.244949        1161.829        6858.485        -378.907
     50288.4005324072         1.000000         0.316228        1087.180        6870.644        -382.113
     50288.4006481483         0.900000         0.300000        1012.403        6881.992        -385.274
     50288.4007638888         1.000000         0.316228         937.506        6892.527        -388.389
     50288.4008796294         1.000000         0.316228         862.499        6902.249        -391.458
     50288.4009953705         1.100000         0.331662         787.390        6911.156        -394.480
     50288.4011111110         0.700000         0.264575         712.188        6919.247        -397.457
     50288.4012268516         0.800000         0.282843         636.902        6926.522        -400.386
     50288.4013425927         0.600000         0.244949         561.540        6932.979        -403.267
     50288.4014583332         1.600000         0.400000         486.113        6938.618        -406.101
     50288.4015740743         1.500000         0.387298         410.628        6943.439        -408.887
     50288.4016898149         1.200000         0.346410         335.095        6947.440        -411.624
     50288.4018055554         1.400000         0.374166         259.522        6950.621        -414.313
     50288.4019212965         1.100000         0.331662         183.919        6952.983        -416.953
     50288.4020370371         1.300000         0.360555         108.293        6954.524        -419.543
     50288.4021527776         1.100000         0.331662          32.656        6955.244        -422.084
     50288.4022685187         0.900000         0.300000         -42.986        6955.144        -424.575
     50288.4023842593         1.300000         0.360555        -118.623        6954.224        -427.015
     50288.4024999999         0.200000         0.141421        -194.246        6952.483        -429.406
     50288.4026157409         0.900000         0.300000        -269.845        6949.922        -431.745
     50288.4027314815         0.800000         0.282843        -345.413        6946.542        -434.033
     50288.4028472221         0.400000         0.200000        -420.941        6942.342        -436.270
     50288.4029629631         0.500000         0.223607        -496.418        6937.323        -438.455
     50288.4030787037         1.100000         0.331662        -571.837        6931.486        -440.589
     50288.4031944443         0.900000         0.300000        -647.189        6924.832        -442.670
     50288.4033101853         1.250000         0.559017        -722.464        6917.362        -444.699
     50288.4034259259         1.200000         0.346410        -797.654        6909.075        -446.676
     50288.4035416665         0.900000         0.300000        -872.750        6899.974        -448.599
     50288.4036574075         0.900000         0.300000        -947.743        6890.060        -450.470
     50288.4037731481         1.100000         0.331662       -1022.625        6879.333        -452.287
     50288.4038888887         1.100000         0.331662       -1097.385        6867.795        -454.051
     50288.4040046297         0.300000         0.173205       -1172.017        6855.448        -455.761
     50288.4041203703         0.900000         0.300000       -1246.510        6842.292        -457.418
     50288.4042361113         0.800000         0.282843       -1320.856        6828.330        -459.020
     50288.4043518519         0.500000         0.223607       -1395.047        6813.563        -460.568
     50288.4044675925         0.900000         0.300000       -1469.073        6797.993        -462.061
     50288.4045833335         0.400000         0.200000       -1542.926        6781.621        -463.500
     50288.4046990741         1.100000         0.331662       -1616.597        6764.451        -464.885
     50288.4048148147         0.800000         0.282843       -1690.078        6746.483        -466.214
     50288.4049305557         1.500000         0.387298       -1763.359        6727.720        -467.488
     50288.4050462963         1.100000         0.331662       -1836.433        6708.165        -468.707
     50288.4051620369         1.100000         0.331662       -1909.290        6687.819        -469.871
     50288.4052777779         0.600000         0.244949       -1981.923        6666.685        -470.979
     50288.4053935185         0.400000         0.200000       -2054.321        6644.765        -472.031
     50288.4055092591         1.300000         0.360555       -2126.478        6622.063        -473.028
     50288.4056250001         0.700000         0.264575       -2198.384        6598.580        -473.969
     50288.4057407407         0.300000         0.173205       -2270.032        6574.321        -474.854
     50288.4058564813         0.875000         0.330719       -2341.411        6549.286        -475.682
     50288.4059722223         1.100000         0.331662       -2412.515        6523.481        -476.455
     50288.4060879629         0.900000         0.300000       -2483.335        6496.906        -477.171
     50288.4062037035         0.500000         0.223607       -2553.862        6469.567        -477.831
     50288.4063194445         1.600000         0.400000       -2624.089        6441.466        -478.435
     50288.4064351851         1.100000         0.331662       -2694.006        6412.606        -478.982
     50288.4065509262         0.500000         0.223607       -2763.607        6382.990        -479.472
     50288.4066666667         0.900000         0.300000       -2832.881        6352.623        -479.906
     50288.4067824073         0.900000         0.300000       -2901.822        6321.508        -480.283
     50288.4068981484         0.000000         0.000000       -2970.422        6289.649        -480.603
     50288.4071296295         0.900000         0.300000       -3106.563        6223.712        -481.074
     50288.4072453706         0.700000         0.264575       -3174.089        6189.642        -481.224
     50288.4073611111         0.800000         0.282843       -3241.241        6154.844        -481.318
     50288.4074768517         1.200000         0.346410       -3308.012        6119.321        -481.354
     50288.4075925928         0.900000         0.300000       -3374.393        6083.078        -481.334
     50288.4077083333         1.000000         0.316228       -3440.378        6046.119        -481.257
     50288.4078240739         0.600000         0.244949       -3505.957        6008.447        -481.123
     50288.4079398150         0.500000         0.223607       -3571.123        5970.069        -480.932
     50288.4080555555         1.000000         0.316228       -3635.869        5930.988        -480.685
     50288.4081712961         0.500000         0.223607       -3700.187        5891.209        -480.380
     50288.4082870372         0.700000         0.264575       -3764.069        5850.736        -480.020
     50288.4084027777         0.300000         0.173205       -3827.509        5809.575        -479.602
     50288.4085185183         0.700000         0.264575       -3890.498        5767.730        -479.128
     50288.4086342594         0.400000         0.200000       -3953.029        5725.206        -478.597
     50288.4087499999         1.000000         0.316228       -4015.095        5682.009        -478.010
     50288.4088657405         1.000000         0.316228       -4076.689        5638.143        -477.367
     50288.4089814816         1.000000         0.316228       -4137.802        5593.613        -476.667
     50288.4090972221         0.600000         0.244949       -4198.429        5548.425        -475.911
     50288.4092129632         0.900000         0.300000       -4258.562        5502.585        -475.098
     50288.4093287038         0.300000         0.173205       -4318.194        5456.097        -474.230
     50288.4094444443         1.100000         0.331662       -4377.318        5408.967        -473.306
     50288.4095601854         0.700000         0.264575       -4435.926        5361.201        -472.326
     50288.4096759260         0.900000         0.300000       -4494.013        5312.804        -471.290
     50288.4097916665         1.100000         0.331662       -4551.572        5263.782        -470.198
     50288.4099074076         0.600000         0.244949       -4608.594        5214.141        -469.052
     50288.4100231482         1.125000         0.375000       -4665.075        5163.886        -467.849
     50288.4101388888         1.200000         0.346410       -4721.007        5113.024        -466.592
     50288.4102546298         0.900000         0.300000       -4776.383        5061.561        -465.280
     50288.4103703704         1.200000         0.346410       -4831.198        5009.502        -463.912
     50288.4104861110         0.300000         0.173205       -4885.445        4956.855        -462.490
