# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.9099074076         1.000000         0.316228        3434.840       -6039.211         479.142
     50288.9100231482         0.800000         0.282843        3500.425       -6001.358         478.662
     50288.9101388888         0.800000         0.282843        3565.597       -5962.796         478.125
     50288.9102546298         0.700000         0.264575        3630.347       -5923.529         477.531
     50288.9103703704         0.700000         0.264575        3694.668       -5883.563         476.881
     50288.9104861110         1.000000         0.316228        3758.552       -5842.900         476.175
     50288.9106018520         0.500000         0.223607        3821.992       -5801.548         475.412
     50288.9107175926         0.700000         0.264575        3884.981       -5759.509         474.592
     50288.9108333332         0.800000         0.282843        3947.510       -5716.790         473.717
     50288.9109490742         1.100000         0.331662        4009.573       -5673.395         472.785
     50288.9110648148         0.600000         0.244949        4071.161       -5629.329         471.797
     50288.9111805554         1.000000         0.316228        4132.268       -5584.598         470.754
     50288.9112962964         1.000000         0.316228        4192.887       -5539.207         469.654
     50288.9114120370         0.900000         0.300000        4253.010       -5493.161         468.499
     50288.9115277776         1.300000         0.360555        4312.630       -5446.465         467.288
     50288.9116435186         1.200000         0.346410        4371.741       -5399.125         466.022
     50288.9117592592         0.400000         0.200000        4430.334       -5351.147         464.701
     50288.9118750002         0.700000         0.264575        4488.403       -5302.536         463.324
     50288.9119907408         0.500000         0.223607        4545.942       -5253.299         461.893
     50288.9121064814         0.800000         0.282843        4602.943       -5203.440         460.407
     50288.9122222224         0.900000         0.300000        4659.400       -5152.965         458.866
     50288.9123379630         0.700000         0.264575        4715.306       -5101.881         457.271
     50288.9124537036         1.100000         0.331662        4770.654       -5050.194         455.621
     50288.9125694446         1.300000         0.360555        4825.437       -4997.910         453.918
     50288.9126851852         1.100000         0.331662        4879.650       -4945.034         452.161
     50288.9128009258         1.100000         0.331662        4933.286       -4891.574         450.350
     50288.9129166668         0.300000         0.173205        4986.339       -4837.535         448.486
     50288.9130324074         0.600000         0.244949        5038.801       -4782.923         446.568
     50288.9131481480         0.900000         0.300000        5090.668       -4727.746         444.598
     50288.9132638890         0.900000         0.300000        5141.932       -4672.010         442.575
     50288.9133796296         1.000000         0.316228        5192.588       -4615.721         440.499
     50288.9134953702         0.900000         0.300000        5242.629       -4558.886         438.371
     50288.9136111112         0.900000         0.300000        5292.050       -4501.511         436.191
     50288.9137268518         0.800000         0.282843        5340.846       -4443.604         433.959
     50288.9138425924         0.400000         0.200000        5389.009       -4385.172         431.676
     50288.9139583334         1.400000         0.374166        5436.534       -4326.220         429.342
     50288.9140740740         0.700000         0.264575        5483.417       -4266.756         426.957
     50288.9141898146         0.800000         0.282843        5529.650       -4206.788         424.521
     50288.9143055556         0.900000         0.300000        5575.229       -4146.322         422.034
     50288.9144212962         0.700000         0.264575        5620.149       -4085.365         419.498
     50288.9145370373         0.300000         0.173205        5664.403       -4023.925         416.912
     50288.9146527778         0.800000         0.282843        5707.987       -3962.008         414.276
     50288.9147685184         0.600000         0.244949        5750.895       -3899.623         411.592
     50288.9148842595         1.300000         0.360555        5793.123       -3836.776         408.858
     50288.9150000000         0.800000         0.282843        5834.665       -3773.475         406.076
     50288.9151157406         0.700000         0.264575        5875.516       -3709.727         403.245
     50288.9152314817         0.900000         0.300000        5915.672       -3645.541         400.367
     50288.9153472222         0.600000         0.244949        5955.128       -3580.922         397.441
     50288.9154629628         1.000000         0.353553        5993.879       -3515.880         394.469
     50288.9155787039         1.125000         0.375000        6031.920       -3450.422         391.449
     50288.9156944444         0.900000         0.300000        6069.248       -3384.556         388.383
     50288.9158101850         0.700000         0.264575        6105.857       -3318.288         385.270
     50288.9159259261         0.800000         0.282843        6141.743       -3251.628         382.112
     50288.9160416666         0.700000         0.264575        6176.901       -3184.583         378.909
     50288.9161574072         0.500000         0.223607        6211.329       -3117.161         375.661
     50288.9162731483         1.000000         0.316228        6245.021       -3049.370         372.368
     50288.9163888888         0.700000         0.264575        6277.974       -2981.218         369.030
     50288.9165046294         0.700000         0.264575        6310.184       -2912.713         365.649
     50288.9166203705         0.900000         0.300000        6341.646       -2843.863         362.225
     50288.9167361110         0.800000         0.282843        6372.358       -2774.676         358.758
     50288.9168518516         1.200000         0.346410        6402.315       -2705.161         355.248
     50288.9169675927         0.900000         0.300000        6431.514       -2635.325         351.695
     50288.9170833332         0.500000         0.223607        6459.951       -2565.178         348.102
     50288.9171990743         0.600000         0.244949        6487.624       -2494.727         344.466
     50288.9173148149         0.700000         0.264575        6514.528       -2423.980         340.790
     50288.9174305554         0.700000         0.264575        6540.661       -2352.946         337.073
     50288.9175462965         0.900000         0.300000        6566.019       -2281.634         333.317
     50288.9176620371         0.500000         0.223607        6590.599       -2210.051         329.520
     50288.9177777776         1.200000         0.346410        6614.399       -2138.207         325.685
     50288.9178935187         0.900000         0.300000        6637.416       -2066.110         321.811
     50288.9180092593         1.000000         0.316228        6659.647       -1993.768         317.899
     50288.9181249999         1.200000         0.346410        6681.089       -1921.189         313.949
     50288.9182407409         0.500000         0.223607        6701.740       -1848.384         309.961
     50288.9183564815         1.100000         0.331662        6721.597       -1775.359         305.937
     50288.9184722221         0.600000         0.244949        6740.658       -1702.124         301.877
     50288.9185879631         1.300000         0.360555        6758.920       -1628.688         297.780
     50288.9187037037         0.600000         0.244949        6776.382       -1555.058         293.649
     50288.9188194443         0.600000         0.244949        6793.041       -1481.245         289.482
     50288.9189351853         0.800000         0.282843        6808.896       -1407.256         285.281
     50288.9190509259         0.400000         0.200000        6823.944       -1333.100         281.046
     50288.9191666665         0.500000         0.223607        6838.184       -1258.786         276.778
     50288.9192824075         0.700000         0.264575        6851.614       -1184.324         272.477
     50288.9193981481         0.700000         0.264575        6864.233       -1109.721         268.143
     50288.9195138887         1.400000         0.374166        6876.038       -1034.986         263.778
     50288.9196296297         0.500000         0.223607        6887.029        -960.129         259.381
     50288.9197453703         1.100000         0.331662        6897.204        -885.158         254.954
     50288.9198611113         0.900000         0.300000        6906.562        -810.083         250.496
     50288.9199768519         0.700000         0.264575        6915.102        -734.911         246.009
     50288.9200925925         0.900000         0.300000        6922.822        -659.653         241.492
     50288.9202083335         1.000000         0.316228        6929.723        -584.316         236.946
     50288.9203240741         1.100000         0.331662        6935.803        -508.910         232.373
     50288.9204398147         0.800000         0.282843        6941.061        -433.443         227.772
     50288.9205555557         0.200000         0.141421        6945.496        -357.926         223.143
     50288.9206712963         0.200000         0.141421        6949.109        -282.366         218.489
     50288.9207870369         0.600000         0.244949        6951.899        -206.772         213.808
     50288.9209027779         0.900000         0.300000        6953.865        -131.154         209.102
     50288.9210185185         0.700000         0.264575        6955.007         -55.520         204.371
     50288.9211342591         0.400000         0.200000        6955.326          20.120         199.616
     50288.9212500001         0.400000         0.200000        6954.820          95.758         194.837
     50288.9213657407         0.900000         0.300000        6953.491         171.384         190.035
     50288.9214814813         1.100000         0.331662        6951.337         246.991         185.210
     50288.9215972223         0.600000         0.244949        6948.360         322.568         180.363
     50288.9217129629         0.700000         0.264575        6944.560         398.106         175.495
     50288.9218287035         0.300000         0.173205        6939.937         473.598         170.606
     50288.9219444445         0.800000         0.282843        6934.492         549.034         165.697
     50288.9220601851         0.500000         0.223607        6928.225         624.404         160.768
     50288.9221759262         0.700000         0.264575        6921.138         699.701         155.820
     50288.9222916667         1.000000         0.316228        6913.230         774.915         150.854
     50288.9224074073         0.400000         0.200000        6904.504         850.037         145.869
     50288.9225231484         0.600000         0.244949        6894.959         925.058         140.867
     50288.9226388889         0.400000         0.200000        6884.598         999.970         135.849
     50288.9227546295         1.200000         0.346410        6873.421        1074.763         130.814
     50288.9228703706         0.900000         0.300000        6861.429        1149.429         125.764
     50288.9229861111         1.100000         0.331662        6848.625        1223.958         120.699
     50288.9231018517         1.000000         0.316228        6835.009        1298.343         115.619
     50288.9232175928         0.600000         0.244949        6820.583        1372.574         110.526
     50288.9233333333         0.800000         0.282843        6805.349        1446.643         105.420
     50288.9234490739         0.800000         0.282843        6789.309        1520.540         100.301
     50288.9235648150         1.100000         0.331662        6772.465        1594.257          95.170
     50288.9236805555         0.900000         0.300000        6754.818        1667.785          90.028
     50288.9237962961         0.600000         0.244949        6736.371        1741.115          84.875
     50288.9239120372         0.800000         0.282843        6717.126        1814.240          79.712
     50288.9240277777         0.700000         0.264575        6697.085        1887.149          74.540
     50288.9241435183         0.500000         0.223607        6676.251        1959.835          69.359
     50288.9242592594         0.600000         0.244949        6654.626        2032.288          64.169
     50288.9243749999         0.600000         0.244949        6632.212        2104.501          58.972
     50288.9244907405         0.900000         0.300000        6609.012        2176.465          53.768
     50288.9246064816         0.600000         0.244949        6585.030        2248.171          48.558
     50288.9247222221         0.800000         0.282843        6560.267        2319.610          43.342
     50288.9248379632         0.600000         0.244949        6534.728        2390.775          38.120
     50288.9249537038         0.800000         0.282843        6508.414        2461.656          32.894
     50288.9250694443         0.800000         0.282843        6481.329        2532.246          27.665
     50288.9251851854         0.600000         0.244949        6453.476        2602.536          22.432
     50288.9253009260         0.700000         0.264575        6424.859        2672.518          17.196
     50288.9254166665         0.400000         0.200000        6395.480        2742.183          11.958
     50288.9255324076         0.900000         0.300000        6365.344        2811.523           6.719
     50288.9256481482         1.100000         0.331662        6334.454        2880.530           1.479
     50288.9257638888         1.000000         0.316228        6302.814        2949.196          -3.761
     50288.9258796298         0.700000         0.264575        6270.427        3017.513          -9.001
     50288.9259953704         1.200000         0.346410        6237.297        3085.472         -14.240
     50288.9261111110         0.400000         0.200000        6203.429        3153.066         -19.477
     50288.9262268520         0.800000         0.282843        6168.825        3220.286         -24.711
     50288.9263425926         0.900000         0.300000        6133.491        3287.125         -29.943
     50288.9264583332         1.300000         0.360555        6097.431        3353.575         -35.171
     50288.9265740742         0.800000         0.282843        6060.648        3419.627         -40.395
     50288.9266898148         0.600000         0.244949        6023.147        3485.274         -45.614
     50288.9268055554         1.100000         0.331662        5984.933        3550.509         -50.828
     50288.9269212964         0.400000         0.200000        5946.010        3615.323         -56.036
     50288.9270370370         0.900000         0.300000        5906.383        3679.709         -61.237
     50288.9271527776         0.600000         0.244949        5866.056        3743.659         -66.431
     50288.9272685186         0.700000         0.264575        5825.035        3807.166         -71.617
     50288.9273842592         0.500000         0.223607        5783.323        3870.222         -76.794
     50288.9275000002         0.600000         0.244949        5740.927        3932.819         -81.962
     50288.9276157408         0.500000         0.223607        5697.851        3994.951         -87.121
     50288.9277314814         0.500000         0.223607        5654.100        4056.610         -92.269
     50288.9278472224         0.900000         0.300000        5609.680        4117.788         -97.406
     50288.9279629630         1.000000         0.316228        5564.595        4178.479        -102.532
     50288.9280787036         1.000000         0.316228        5518.851        4238.675        -107.645
     50288.9281944446         0.400000         0.200000        5472.454        4298.369        -112.746
     50288.9283101852         0.500000         0.223607        5425.409        4357.554        -117.833
     50288.9284259258         0.500000         0.223607        5377.722        4416.224        -122.906
     50288.9285416668         0.700000         0.264575        5329.397        4474.370        -127.965
     50288.9286574074         0.600000         0.244949        5280.442        4531.986        -133.009
     50288.9287731480         0.800000         0.282843        5230.862        4589.066        -138.036
     50288.9288888890         0.700000         0.264575        5180.662        4645.603        -143.048
     50288.9290046296         1.200000         0.346410        5129.849        4701.590        -148.042
     50288.9291203702         0.700000         0.264575        5078.428        4757.020        -153.019
     50288.9292361112         0.700000         0.264575        5026.407        4811.887        -157.977
     50288.9293518518         0.400000         0.200000        4973.790        4866.184        -162.917
     50288.9294675924         0.400000         0.200000        4920.585        4919.905        -167.837
     50288.9295833334         0.500000         0.223607        4866.797        4973.044        -172.738
     50288.9296990740         0.500000         0.223607        4812.433        5025.595        -177.618
     50288.9298148146         0.500000         0.223607        4757.499        5077.550        -182.477
     50288.9299305556         0.900000         0.300000        4702.002        5128.904        -187.314
     50288.9300462962         0.900000         0.300000        4645.949        5179.652        -192.129
     50288.9301620373         0.700000         0.264575        4589.346        5229.786        -196.921
     50288.9302777778         0.700000         0.264575        4532.200        5279.301        -201.690
     50288.9303935184         0.600000         0.244949        4474.517        5328.192        -206.435
     50288.9305092595         1.000000         0.316228        4416.305        5376.452        -211.155
     50288.9306250000         0.800000         0.282843        4357.570        5424.076        -215.851
     50288.9307407406         0.700000         0.264575        4298.319        5471.058        -220.521
     50288.9308564817         0.800000         0.282843        4238.560        5517.392        -225.164
     50288.9309722222         0.700000         0.264575        4178.299        5563.074        -229.781
     50288.9310879628         0.700000         0.264575        4117.544        5608.097        -234.370
     50288.9312037039         0.250000         0.176777        4056.302        5652.457        -238.932
     50288.9313194444         0.400000         0.200000        3994.579        5696.148        -243.466
     50288.9314351850         0.800000         0.282843        3932.384        5739.165        -247.970
     50288.9315509261         1.250000         0.559017        3869.724        5781.503        -252.445
     50288.9316666666         1.000000         0.408248        3806.606        5823.157        -256.890
     50288.9317824072         0.700000         0.264575        3743.038        5864.123        -261.305
     50288.9318981483         0.700000         0.264575        3679.027        5904.394        -265.689
     50288.9320138888         1.100000         0.331662        3614.580        5943.967        -270.041
     50288.9321296294         0.800000         0.282843        3549.706        5982.837        -274.361
     50288.9322453705         0.900000         0.300000        3484.413        6020.999        -278.648
     50288.9323611110         0.500000         0.223607        3418.707        6058.450        -282.903
     50288.9324768516         0.900000         0.300000        3352.597        6095.183        -287.124
     50288.9325925927         0.900000         0.300000        3286.090        6131.196        -291.311
     50288.9327083332         0.700000         0.264575        3219.194        6166.483        -295.463
     50288.9328240743         0.500000         0.223607        3151.918        6201.042        -299.581
     50288.9329398149         1.800000         0.424264        3084.269        6234.867        -303.662
     50288.9330555554         0.200000         0.141421        3016.256        6267.954        -307.708
     50288.9331712965         0.700000         0.264575        2947.886        6300.301        -311.718
     50288.9332870371         0.800000         0.282843        2879.167        6331.902        -315.690
     50288.9334027776         0.600000         0.244949        2810.108        6362.755        -319.625
     50288.9335185187         1.000000         0.316228        2740.716        6392.856        -323.522
     50288.9336342593         0.200000         0.141421        2671.001        6422.200        -327.381
     50288.9337499999         0.400000         0.200000        2600.969        6450.786        -331.201
     50288.9338657409         0.600000         0.244949        2530.631        6478.609        -334.981
     50288.9339814815         0.700000         0.264575        2459.993        6505.666        -338.722
     50288.9340972221         0.900000         0.300000        2389.064        6531.954        -342.423
     50288.9342129631         0.400000         0.200000        2317.853        6557.470        -346.083
     50288.9343287037         0.600000         0.244949        2246.368        6582.210        -349.702
     50288.9344444443         0.900000         0.300000        2174.617        6606.173        -353.280
     50288.9345601853         0.900000         0.300000        2102.610        6629.355        -356.816
     50288.9346759259         0.400000         0.200000        2030.353        6651.753        -360.310
     50288.9347916665         1.100000         0.331662        1957.857        6673.366        -363.761
     50288.9349074075         0.900000         0.300000        1885.130        6694.189        -367.168
     50288.9350231481         1.200000         0.346410        1812.180        6714.222        -370.533
     50288.9351388887         0.800000         0.282843        1739.016        6733.461        -373.853
     50288.9352546297         0.400000         0.200000        1665.646        6751.905        -377.129
     50288.9353703703         1.100000         0.331662        1592.079        6769.551        -380.361
     50288.9354861113         0.500000         0.223607        1518.325        6786.397        -383.547
     50288.9356018519         0.700000         0.264575        1444.391        6802.441        -386.688
     50288.9357175925         1.300000         0.360555        1370.286        6817.682        -389.783
     50288.9358333335         0.600000         0.244949        1296.019        6832.117        -392.832
     50288.9359490741         0.500000         0.223607        1221.600        6845.745        -395.835
     50288.9360648147         0.800000         0.282843        1147.036        6858.565        -398.790
     50288.9361805557         1.100000         0.331662        1072.336        6870.574        -401.699
     50288.9362962963         0.600000         0.244949         997.510        6881.772        -404.560
     50288.9364120369         1.000000         0.316228         922.567        6892.157        -407.372
     50288.9365277779         1.200000         0.346410         847.514        6901.728        -410.137
     50288.9366435185         0.600000         0.244949         772.361        6910.484        -412.853
     50288.9367592591         1.100000         0.331662         697.117        6918.424        -415.520
     50288.9368750001         0.600000         0.244949         621.790        6925.547        -418.138
     50288.9369907407         0.900000         0.300000         546.391        6931.853        -420.707
     50288.9371064813         0.900000         0.300000         470.926        6937.339        -423.226
     50288.9372222223         0.400000         0.200000         395.407        6942.007        -425.694
     50288.9373379629         0.600000         0.244949         319.840        6945.855        -428.113
     50288.9374537035         0.600000         0.244949         244.236        6948.883        -430.480
     50288.9375694445         0.500000         0.223607         168.602        6951.091        -432.797
     50288.9376851851         0.600000         0.244949          92.949        6952.478        -435.062
     50288.9378009262         0.700000         0.264575          17.285        6953.044        -437.276
     50288.9379166667         1.000000         0.316228         -58.381        6952.790        -439.438
     50288.9380324073         1.100000         0.331662        -134.040        6951.715        -441.548
     50288.9381481484         0.800000         0.282843        -209.683        6949.820        -443.606
     50288.9382638889         0.900000         0.300000        -285.302        6947.104        -445.611
     50288.9383796295         0.600000         0.244949        -360.886        6943.569        -447.564
     50288.9384953706         0.600000         0.244949        -436.429        6939.214        -449.464
     50288.9386111111         0.300000         0.173205        -511.919        6934.040        -451.310
     50288.9387268517         0.700000         0.264575        -587.350        6928.048        -453.104
     50288.9388425928         0.600000         0.244949        -662.711        6921.239        -454.843
     50288.9389583333         0.700000         0.264575        -737.994        6913.613        -456.529
     50288.9390740739         0.600000         0.244949        -813.189        6905.171        -458.161
     50288.9391898150         0.600000         0.244949        -888.289        6895.914        -459.738
     50288.9393055555         0.700000         0.264575        -963.284        6885.844        -461.261
     50288.9394212961         1.000000         0.316228       -1038.166        6874.962        -462.730
     50288.9395370372         0.600000         0.244949       -1112.925        6863.269        -464.144
     50288.9396527777         0.600000         0.244949       -1187.552        6850.766        -465.503
     50288.9397685183         0.700000         0.264575       -1262.040        6837.456        -466.807
     50288.9398842594         0.500000         0.223607       -1336.378        6823.338        -468.056
     50288.9399999999         0.300000         0.173205       -1410.560        6808.416        -469.249
     50288.9401157405         0.700000         0.264575       -1484.574        6792.691        -470.387
     50288.9402314816         0.600000         0.244949       -1558.414        6776.165        -471.469
     50288.9403472221         1.200000         0.346410       -1632.070        6758.840        -472.496
     50288.9404629632         0.800000         0.282843       -1705.533        6740.718        -473.466
     50288.9405787038         0.800000         0.282843       -1778.795        6721.802        -474.381
     50288.9406944443         0.500000         0.223607       -1851.848        6702.092        -475.240
     50288.9408101854         0.500000         0.223607       -1924.682        6681.593        -476.042
     50288.9409259260         1.100000         0.331662       -1997.289        6660.305        -476.788
     50288.9410416665         0.700000         0.264575       -2069.661        6638.233        -477.478
     50288.9411574076         0.900000         0.300000       -2141.789        6615.378        -478.112
     50288.9412731482         1.100000         0.331662       -2213.664        6591.743        -478.689
     50288.9413888888         1.000000         0.316228       -2285.279        6567.331        -479.209
     50288.9415046298         1.100000         0.331662       -2356.624        6542.145        -479.673
     50288.9416203704         0.900000         0.300000       -2427.691        6516.188        -480.080
     50288.9417361110         0.800000         0.282843       -2498.472        6489.463        -480.430
     50288.9418518520         0.900000         0.300000       -2568.959        6461.974        -480.723
     50288.9419675926         0.800000         0.282843       -2639.143        6433.722        -480.960
     50288.9420833332         0.500000         0.223607       -2709.016        6404.713        -481.140
     50288.9421990742         0.500000         0.223607       -2778.570        6374.949        -481.263
     50288.9423148148         0.600000         0.244949       -2847.796        6344.433        -481.329
     50288.9424305554         0.500000         0.223607       -2916.687        6313.170        -481.338
     50288.9425462964         0.700000         0.264575       -2985.234        6281.164        -481.291
     50288.9426620370         0.700000         0.264575       -3053.429        6248.417        -481.186
     50288.9427777776         1.200000         0.346410       -3121.265        6214.934        -481.025
     50288.9428935186         0.900000         0.300000       -3188.733        6180.719        -480.807
     50288.9430092592         1.100000         0.331662       -3255.825        6145.776        -480.532
     50288.9431250002         0.800000         0.282843       -3322.534        6110.109        -480.200
     50288.9432407408         1.100000         0.331662       -3388.851        6073.722        -479.812
     50288.9433564814         1.300000         0.360555       -3454.769        6036.620        -479.367
     50288.9434722224         0.500000         0.223607       -3520.281        5998.806        -478.865
     50288.9435879630         0.300000         0.173205       -3585.377        5960.287        -478.307
     50288.9437037036         0.600000         0.244949       -3650.052        5921.065        -477.692
     50288.9438194446         1.400000         0.374166       -3714.297        5881.146        -477.021
     50288.9439351852         1.000000         0.316228       -3778.104        5840.534        -476.294
     50288.9440509258         0.700000         0.264575       -3841.466        5799.235        -475.510
     50288.9441666668         0.600000         0.244949       -3904.376        5757.253        -474.670
     50288.9442824074         1.100000         0.331662       -3966.826        5714.593        -473.774
     50288.9443981480         0.700000         0.264575       -4028.809        5671.260        -472.823
     50288.9445138890         1.100000         0.331662       -4090.318        5627.259        -471.815
     50288.9446296296         0.600000         0.244949       -4151.345        5582.596        -470.752
     50288.9447453702         0.900000         0.300000       -4211.884        5537.275        -469.633
     50288.9448611112         0.700000         0.264575       -4271.926        5491.303        -468.458
     50288.9449768518         0.400000         0.200000       -4331.466        5444.684        -467.229
     50288.9450925924         1.000000         0.316228       -4390.496        5397.424        -465.944
     50288.9452083334         1.100000         0.331662       -4449.009        5349.529        -464.604
     50288.9453240740         1.100000         0.331662       -4506.998        5301.005        -463.210
     50288.9454398146         0.900000         0.300000       -4564.457        5251.856        -461.760
     50288.9455555556         0.600000         0.244949       -4621.379        5202.089        -460.257
     50288.9456712962         1.400000         0.374166       -4677.757        5151.710        -458.698
     50288.9457870373         1.100000         0.331662       -4733.584        5100.725        -457.086
     50288.9459027778         0.800000         0.282843       -4788.854        5049.140        -455.420
     50288.9460185184         0.600000         0.244949       -4843.561        4996.960        -453.700
     50288.9461342595         1.000000         0.316228       -4897.697        4944.192        -451.927
     50288.9462500000         0.700000         0.264575       -4951.258        4890.843        -450.100
     50288.9463657406         0.900000         0.300000       -5004.235        4836.918        -448.220
     50288.9464814817         0.400000         0.200000       -5056.624        4782.424        -446.287
     50288.9465972222         0.300000         0.173205       -5108.418        4727.367        -444.302
     50288.9467129628         0.600000         0.244949       -5159.611        4671.754        -442.264
     50288.9468287039         0.300000         0.173205       -5210.197        4615.591        -440.174
     50288.9469444444         0.300000         0.173205       -5260.170        4558.886        -438.032
     50288.9470601850         0.400000         0.200000       -5309.524        4501.644        -435.838
     50288.9471759261         0.500000         0.223607       -5358.253        4443.872        -433.593
     50288.9472916666         1.300000         0.360555       -5406.353        4385.578        -431.297
     50288.9474074072         0.600000         0.244949       -5453.816        4326.768        -428.950
     50288.9475231483         0.300000         0.173205       -5500.638        4267.449        -426.553
     50288.9476388888         0.500000         0.223607       -5546.812        4207.628        -424.105
     50288.9477546294         0.600000         0.244949       -5592.335        4147.312        -421.607
     50288.9478703705         0.700000         0.264575       -5637.199        4086.508        -419.059
     50288.9479861110         0.800000         0.282843       -5681.401        4025.224        -416.462
     50288.9481018516         0.300000         0.173205       -5724.934        3963.466        -413.816
     50288.9482175927         1.000000         0.316228       -5767.794        3901.243        -411.121
     50288.9483333332         0.700000         0.264575       -5809.976        3838.560        -408.377
     50288.9484490743         1.200000         0.346410       -5851.474        3775.426        -405.586
     50288.9485648149         0.500000         0.223607       -5892.285        3711.848        -402.746
     50288.9486805554         0.900000         0.300000       -5932.403        3647.834        -399.859
     50288.9487962965         0.800000         0.282843       -5971.823        3583.390        -396.925
     50288.9489120371         1.000000         0.316228       -6010.540        3518.526        -393.944
     50288.9490277776         0.300000         0.173205       -6048.551        3453.247        -390.917
     50288.9491435187         0.900000         0.300000       -6085.851        3387.563        -387.844
     50288.9492592593         0.800000         0.282843       -6122.436        3321.480        -384.725
     50288.9493749999         1.200000         0.346410       -6158.300        3255.007        -381.560
     50288.9494907409         0.500000         0.223607       -6193.441        3188.151        -378.351
     50288.9496064815         1.000000         0.316228       -6227.853        3120.921        -375.097
     50288.9497222221         0.400000         0.200000       -6261.534        3053.323        -371.798
     50288.9498379631         1.100000         0.331662       -6294.478        2985.367        -368.456
     50288.9499537037         0.500000         0.223607       -6326.682        2917.059        -365.071
     50288.9500694443         0.500000         0.223607       -6358.143        2848.409        -361.642
     50288.9501851853         0.800000         0.282843       -6388.856        2779.424        -358.171
     50288.9503009259         0.900000         0.300000       -6418.818        2710.112        -354.658
     50288.9504166665         1.100000         0.331662       -6448.025        2640.482        -351.102
     50288.9505324075         0.700000         0.264575       -6476.475        2570.541        -347.506
     50288.9506481481         0.900000         0.300000       -6504.164        2500.298        -343.868
     50288.9507638887         0.800000         0.282843       -6531.088        2429.761        -340.190
     50288.9508796297         0.700000         0.264575       -6557.244        2358.939        -336.472
     50288.9509953703         1.300000         0.360555       -6582.630        2287.839        -332.714
     50288.9511111113         0.700000         0.264575       -6607.242        2216.471        -328.918
     50288.9512268519         0.900000         0.300000       -6631.077        2144.842        -325.082
     50288.9513425925         0.900000         0.300000       -6654.134        2072.961        -321.208
     50288.9514583335         1.200000         0.346410       -6676.408        2000.836        -317.296
     50288.9515740741         0.700000         0.264575       -6697.897        1928.477        -313.347
     50288.9516898147         0.400000         0.200000       -6718.600        1855.890        -309.361
     50288.9518055557         1.100000         0.331662       -6738.513        1783.086        -305.338
     50288.9519212963         1.100000         0.331662       -6757.634        1710.072        -301.279
     50288.9520370369         0.800000         0.282843       -6775.961        1636.857        -297.185
     50288.9521527779         0.600000         0.244949       -6793.492        1563.449        -293.056
     50288.9522685185         0.900000         0.300000       -6810.224        1489.858        -288.893
     50288.9523842591         0.500000         0.223607       -6826.156        1416.092        -284.695
     50288.9525000001         1.200000         0.346410       -6841.287        1342.160        -280.464
     50288.9526157407         1.400000         0.374166       -6855.613        1268.070        -276.200
     50288.9527314813         0.800000         0.282843       -6869.133        1193.830        -271.903
     50288.9528472223         1.000000         0.316228       -6881.847        1119.451        -267.574
     50288.9529629629         0.700000         0.264575       -6893.752        1044.940        -263.214
     50288.9530787035         0.400000         0.200000       -6904.847         970.306        -258.822
     50288.9531944445         0.600000         0.244949       -6915.131         895.558        -254.401
     50288.9533101851         0.600000         0.244949       -6924.602         820.705        -249.949
     50288.9534259262         0.400000         0.200000       -6933.260         745.756        -245.468
     50288.9535416667         0.600000         0.244949       -6941.103         670.719        -240.958
     50288.9536574073         0.800000         0.282843       -6948.130         595.603        -236.419
     50288.9537731484         1.000000         0.316228       -6954.342         520.417        -231.853
     50288.9538888889         0.700000         0.264575       -6959.736         445.170        -227.259
     50288.9540046295         0.600000         0.244949       -6964.312         369.871        -222.639
     50288.9541203706         0.900000         0.300000       -6968.071         294.528        -217.992
     50288.9542361111         1.100000         0.331662       -6971.010         219.151        -213.320
     50288.9543518517         0.700000         0.264575       -6973.131         143.747        -208.623
     50288.9544675928         1.100000         0.331662       -6974.432          68.327        -203.901
     50288.9545833333         0.800000         0.282843       -6974.914          -7.101        -199.155
     50288.9546990739         0.400000         0.200000       -6974.577         -82.528        -194.385
     50288.9548148150         1.000000         0.316228       -6973.420        -157.945        -189.593
     50288.9549305555         0.400000         0.200000       -6971.444        -233.344        -184.778
     50288.9550462961         1.500000         0.387298       -6968.649        -308.716        -179.942
     50288.9551620372         1.100000         0.331662       -6965.036        -384.051        -175.084
     50288.9552777777         0.500000         0.223607       -6960.604        -459.341        -170.206
     50288.9553935183         0.800000         0.282843       -6955.354        -534.578        -165.307
     50288.9555092594         0.800000         0.282843       -6949.287        -609.751        -160.390
     50288.9556249999         0.900000         0.300000       -6942.404        -684.853        -155.453
     50288.9557407405         0.800000         0.282843       -6934.706        -759.874        -150.498
     50288.9558564816         1.000000         0.316228       -6926.192        -834.806        -145.525
     50288.9559722221         0.600000         0.244949       -6916.865        -909.640        -140.535
     50288.9560879632         0.700000         0.264575       -6906.725        -984.367        -135.529
     50288.9562037038         0.700000         0.264575       -6895.774       -1058.979        -130.507
     50288.9563194443         1.100000         0.331662       -6884.013       -1133.466        -125.469
     50288.9564351854         1.000000         0.316228       -6871.443       -1207.820        -120.416
     50288.9565509260         0.800000         0.282843       -6858.066       -1282.032        -115.350
     50288.9566666665         1.000000         0.316228       -6843.883       -1356.093        -110.270
